event,timestamp
goggles_opaque,1737655544.343606
goggles_transparent,1737655547.34554
goggles_opaque,1737655550.3457227
goggles_opaque,1737655552.584475
goggles_transparent,1737655555.5856996
goggles_opaque,1737655558.5860498
