event,timestamp
goggles_opaque,1733261701.9307523
goggles_transparent,1733261704.9463925
goggles_opaque,1733261707.9499419
goggles_opaque,1733261742.5602207
goggles_transparent,1733261745.5743625
goggles_opaque,1733261748.5796905
